1,AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
1407,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,memory T cell,CL:0000813,memory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1408,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1409,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1410,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1411,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1412,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1413,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1414,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1415,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1416,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1417,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,T cell:tim3-positive,CL:0000084,T cell:tim3-positive,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1418,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,"double-positive, alpha-beta thymocyte","CD4-intermediate, CD8-positive double-positive thymocyte",CL:0002430,"CD4-intermediate, CD8-positive double-positive thymocyte",,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1419,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,tuft cell,CL:0002204,tuft cell,intestinal tuft cell,CL:0019032,intestinal tuft cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf-expert-slim-hierarchy,sc_proteomics,
1420,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1421,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1422,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1423,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1424,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1425,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,endocardial cell,CL:0002350,endocardial cell,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1426,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1427,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,,,,,,,,,,,,,,,,,,,,,,Martin,,
1428,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,myofibroblast cell,CL:0000186,myofibroblast cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1429,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1430,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,adipocyte,CL:0000136,adipocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1431,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,follicular cell of ovary,CL:0002174,follicular cell of ovary,granulosa cell,CL:0000501,granulosa cell,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1432,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,cardiac muscle cell,CL:0000746,cardiac muscle cell,ventricular cardiac muscle cell,CL:2000046,ventricular cardiac muscle cell,,,,,,,,,,,,,,,,,,,,,,Martin,,
1433,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,meso-epithelial cell,CL:0002078,meso-epithelial cell,mesothelial cell,CL:0000077,mesothelial cell,mesothelial cell of epicardium,CL:0011019,mesothelial cell of epicardium,,,,,,,,,,,,,,,,,,,,,,Martin,,
1434,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1435,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,,,,,,,,,,,,,,,,Martin,,
1436,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,Martin,,
1437,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,,,,,,,,,,,,,Martin,,
1438,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,,,,,,,,,,,,,,,,,,,Martin,,
1439,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,mast cell,CL:0000097,mast cell,,,,,,,,,,,,,,,,,,,,,,Martin,,
1440,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M2 macrophage,CL:0000890,M2 macrophage,,,,,,,,,,,,,,,,Martin,,
1441,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,classical monocyte,CL:0000860,classical monocyte,,,,,,,,,,,,,,,,,,,Martin,,
1442,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,,,,,,,,,,,,,,,,,,,,,,Martin,,
1443,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,,,,,,,,,,,,,,,,,,,,,,Martin,,
1444,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,Martin,,
1445,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,,,,,,,,,,,,,,,,Martin,,
1446,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,erythroblast,CL:0000765,erythroblast,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1447,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,lung macrophage,CL:1001603,lung macrophage,alveolar macrophage,CL:0000583,alveolar macrophage,,,,,,,,,,,,,,,,Martin,,
1448,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,,,,,,,,,,,,,,,,,,,,,,Martin,,
1449,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,multiciliated epithelial cell,CL:0005012,multiciliated epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1450,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,squamous epithelial cell,CL:0000076,squamous epithelial cell,stratified squamous epithelial cell,CL:0000240,stratified squamous epithelial cell,keratinizing barrier epithelial cell,CL:0000237,keratinizing barrier epithelial cell,keratinocyte,CL:0000312,keratinocyte,,,,,,,,,,,,,,,,,,,Martin,,
1451,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,goblet cell,CL:0000160,goblet cell,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1452,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,renal cortical epithelial cell,CL:0002584,renal cortical epithelial cell,kidney corpuscule cell,CL:1000612,kidney corpuscule cell,glomerular cell,CL:1000746,glomerular cell,kidney glomerular epithelial cell,CL:1000510,kidney glomerular epithelial cell,epithelial cell of glomerular capsule,CL:1000450,epithelial cell of glomerular capsule,podocyte,CL:0000653,podocyte,,,,,,,,,,Martin,,
1453,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,enteroendocrine cell,CL:0000164,enteroendocrine cell,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1454,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,duct epithelial cell,CL:0000068,duct epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1455,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,glandular secretory epithelial cell,CL:0000150,glandular secretory epithelial cell,acinar cell,CL:0000622,acinar cell,,,,,,,,,,,,,,,,,,,,,,Martin,,
1456,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,,,,,,,,,,,,,,,,Martin,,
1457,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,,,,,,,,,,,,,,,,Martin,,
1458,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,hepatocyte,CL:0000182,hepatocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1459,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,epithelial cell of proximal tubule,CL:0002306,epithelial cell of proximal tubule,,,,,,,,,,,,,,,,,,,Martin,,
1460,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,epithelial cell of distal tubule,CL:0002305,epithelial cell of distal tubule,kidney loop of Henle ascending limb epithelial cell,CL:1001016,kidney loop of Henle ascending limb epithelial cell,,,,,,,,,,,,,,,,Martin,,
1461,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,kidney collecting duct epithelial cell,CL:1000454,kidney collecting duct epithelial cell,,,,,,,,,,,,,,,,,,,,,,Martin,,
1462,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,kidney loop of Henle epithelial cell,CL:1000909,kidney loop of Henle epithelial cell,,,,,,,,,,,,,,,,,,,Martin,,
1463,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,kidney loop of Henle epithelial cell,CL:1000909,kidney loop of Henle epithelial cell,,,,,,,,,,,,,,,,,,,Martin,,
1464,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1465,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1466,cell,CL:0000000,cell,melanocyte,CL:0000148,melanocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1467,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,
1468,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,effector T cell,CL:0000911,effector T cell,cytotoxic T cell,CL:0000910,cytotoxic T cell,,,,,,,,,,Martin,,
1469,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta T cell:pdl1-positive",CL:0000625,"CD8-positive, alpha-beta T cell:pdl1-positive",,,,,,,Martin,,
1470,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,mature natural killer cell,CL:0000824,mature natural killer cell,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",,,,,,,Martin,,
1471,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,,,,,,,,,,,,,Martin,,
1472,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",,,,,,,,,,Martin,,
1473,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,,,,,,,,,,,,,,,,,,,Martin,,
1474,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,Martin,,
1475,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,"CD4-positive, alpha-beta memory T cell","CD4-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001204,"CD4-positive, alpha-beta memory T cell, CD45RO-positive","central memory CD4-positive, alpha-beta T cell",CL:0000904,"central memory CD4-positive, alpha-beta T cell",Martin,,
